ad_id,advertiser,country,start_date,status,collected_at,source,platform,target_age,target_gender,duration_days,impressions,clicks,ctr_pct,conversions,cr_pct,spent_kzt,cpc_kzt,cac_kzt,revenue_kzt,roas,budget_kzt
1682200292480091,Halyk Bank,KZ,26 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,28,1848071,22324,1.208,332,1.49,8751454.48,392.02,26359.8,7589520,0.87,854318
1122374163214104,Halyk Bank,KZ,17 окт 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Все,57,992162,12144,1.224,119,0.983,4731423.84,389.61,39759.86,2354415,0.5,1720674
809980238428551,Halyk Bank,KZ,16 окт 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Женщины,40,1135273,5823,0.513,74,1.279,900235.8,154.6,12165.35,3630588,4.03,1954965
1518323409509176,Halyk Bank,KZ,13 ноя 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Женщины,48,500360,2992,0.598,48,1.605,754013.92,252.01,15708.62,2006016,2.66,1858073
706382965279145,Halyk Bank,KZ,31 окт 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,18-24,Все,21,983639,10544,1.072,125,1.193,3950098.72,374.63,31600.79,3969750,1.0,565151
1259221179465669,Halyk Bank,KZ,16 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",35-44,Женщины,56,253522,3539,1.396,69,1.953,520976.19,147.21,7550.38,958410,1.84,1576597
1623052848729517,Halyk Bank,KZ,16 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Мужчины,19,1566650,13739,0.877,268,1.951,4443879.55,323.45,16581.64,12842560,2.89,2565731
1364968028133574,Halyk Bank,KZ,16 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,35-44,Женщины,53,787057,4163,0.529,57,1.378,752836.92,180.84,13207.67,1166961,1.55,1473315
1438521024314464,Halyk Bank,KZ,9 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,55+,Все,18,588565,3260,0.554,31,0.959,564469.0,173.15,18208.68,1078800,1.91,1804387
1682290176541623,Halyk Bank,KZ,31 окт 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Женщины,15,520800,6291,1.208,114,1.823,2496709.17,396.87,21900.96,2103072,0.84,512141
1459181708473970,Halyk Bank,KZ,26 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",25-34,Все,7,498633,6143,1.232,60,0.992,1302316.0,212.0,21705.27,2643480,2.03,1205765
772087429305229,Halyk Bank,KZ,9 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",25-34,Женщины,8,375946,2729,0.726,52,1.926,411478.62,150.78,7913.05,709124,1.72,2565827
1626618905052071,Halyk Bank,KZ,11 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Мужчины,21,566516,2911,0.514,51,1.764,392024.37,134.67,7686.75,2013327,5.14,1657995
840695588430534,Halyk Bank,KZ,10 июл 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Мужчины,12,238702,2296,0.962,24,1.088,566101.76,246.56,23587.57,1087464,1.92,1818501
746220941389900,Halyk Bank,KZ,11 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",45-54,Все,20,137560,1881,1.368,35,1.901,751647.6,399.6,21475.65,1152760,1.53,2998366
2611126139406689,Halyk Bank,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Мужчины,81,321078,2536,0.79,29,1.158,350957.04,138.39,12101.97,1348181,3.84,638859
1982562005979398,Halyk Bank,KZ,7 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Мужчины,90,961510,9403,0.978,127,1.359,2459354.65,261.55,19365.0,1587246,0.65,2805643
1640542223891903,Halyk Bank,KZ,9 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,19,877829,11402,1.299,158,1.39,2450289.8,214.9,15508.16,5097396,2.08,2193958
1535137044704987,Halyk Bank,KZ,9 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Все,17,330107,2762,0.837,39,1.417,862600.22,312.31,22117.95,428142,0.5,1369085
976484568240547,Halyk Bank,KZ,4 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Мужчины,49,1176794,14486,1.231,296,2.044,1981539.94,136.79,6694.39,12375760,6.25,1862994
978586214359135,Halyk Bank,KZ,9 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Женщины,52,1522173,19499,1.281,228,1.174,2620665.6,134.4,11494.15,5808528,2.22,2073925
949378473007353,Halyk Bank,KZ,1 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,35-44,Женщины,54,1021224,6525,0.639,61,0.941,1192704.75,182.79,19552.54,2528755,2.12,1192291
806292272103946,Halyk Bank,KZ,9 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",18-24,Женщины,85,1782418,21852,1.226,392,1.798,6054533.64,277.07,15445.24,17932040,2.96,1248579
3534072203408807,Halyk Bank,KZ,9 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,25-34,Все,51,583089,3067,0.526,36,1.202,971502.92,316.76,26986.19,981720,1.01,1421757
950598780716050,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Мужчины,18,155931,1702,1.092,27,1.623,271843.44,159.72,10068.28,189243,0.7,2675322
1612799879945072,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Все,83,340111,3088,0.908,53,1.738,690507.68,223.61,13028.45,2236441,3.24,2060905
6432625870092512,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Мужчины,61,114359,1348,1.179,15,1.154,416141.08,308.71,27742.74,725700,1.74,960224
2527536597644692,Halyk Bank,KZ,31 окт 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Женщины,43,1593230,11885,0.746,148,1.249,3131222.1,263.46,21156.91,1815516,0.58,2037212
757735393319291,Halyk Bank,KZ,5 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,25-34,Мужчины,45,838927,4538,0.541,39,0.871,1795414.32,395.64,46036.26,717483,0.4,1593604
5060026387554982,Halyk Bank,KZ,4 апр 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Женщины,55,26210,208,0.795,2,1.36,53928.16,259.27,26964.08,26932,0.5,1514029
565157519104896,Halyk Bank,KZ,2 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Все,62,1700724,21259,1.25,279,1.316,4659335.03,219.17,16700.13,2168388,0.47,2643456
26377041261982492,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Мужчины,21,1212506,12343,1.018,201,1.632,2878881.32,233.24,14322.79,4818573,1.67,1613071
886569092431856,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Все,18,1306302,15949,1.221,270,1.696,3968589.67,248.83,14698.48,7752780,1.95,1020888
708286435634516,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",25-34,Все,35,1108829,11420,1.03,220,1.932,1621868.4,142.02,7372.13,5995000,3.7,2127359
1256160703031847,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,25-34,Все,51,1122758,12013,1.07,237,1.978,3156896.27,262.79,13320.24,6611352,2.09,2441122
1686059042791240,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Мужчины,16,373853,2729,0.73,48,1.788,787780.43,288.67,16412.09,2302032,2.92,914231
1375911804564286,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Женщины,88,951422,11264,1.184,219,1.947,3499950.08,310.72,15981.51,10323441,2.95,2664477
1237168211416895,Halyk Bank,KZ,9 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,35-44,Женщины,82,153206,974,0.636,15,1.621,244766.2,251.3,16317.75,345015,1.41,1625982
1968383223773931,Halyk Bank,KZ,1 июн 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Женщины,16,957732,7460,0.779,95,1.279,973753.8,130.53,10250.04,2262235,2.32,611178
1380537600508499,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Мужчины,64,1227038,10380,0.846,189,1.829,2856679.8,275.21,15114.71,1453032,0.51,2426796
1671585054191032,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Все,17,326378,3028,0.928,41,1.386,1175348.48,388.16,28667.04,1127787,0.96,2837578
1488081219364047,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,54,931534,10591,1.137,168,1.593,2825043.34,266.74,16815.73,4846464,1.72,1339112
723679146927759,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Женщины,49,119818,1331,1.111,21,1.641,453844.38,340.98,21611.64,195699,0.43,1719214
1469984594847852,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Женщины,26,1527779,11550,0.756,237,2.054,4139982.0,358.44,17468.28,10546026,2.55,1921367
1007366270392943,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",18-24,Мужчины,23,660603,8752,1.325,149,1.708,3421681.92,390.96,22964.31,4572363,1.34,893193
1041427394756044,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Женщины,74,1670235,14013,0.839,135,0.966,2970335.61,211.97,22002.49,6739065,2.27,2644289
1019437995727605,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,25-34,Все,31,657739,3393,0.516,36,1.078,578404.71,170.47,16066.8,1327248,2.29,1817617
25124174603841830,Halyk Bank,KZ,11 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",55+,Все,11,1662807,12737,0.766,229,1.802,1889151.84,148.32,8249.57,9046874,4.79,623653
1274163121451640,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Мужчины,28,350257,2938,0.839,49,1.701,501340.32,170.64,10231.44,2251158,4.49,2805033
2410719022764180,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Мужчины,36,508136,5635,1.109,89,1.594,2205989.8,391.48,24786.4,3063380,1.39,1827982
812049111341154,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Женщины,66,416881,5477,1.314,111,2.031,1221371.0,223.0,11003.34,3760014,3.08,2267194
1934445640824771,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Мужчины,39,349860,3068,0.877,56,1.842,1069903.64,348.73,19105.42,787920,0.74,2512326
640396349063561,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,35-44,Мужчины,17,1501915,20140,1.341,384,1.907,7186959.0,356.85,18716.04,9093504,1.27,2625912
945388801401901,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Все,51,927446,5870,0.633,116,1.984,855141.6,145.68,7371.91,4009540,4.69,2453157
1082313857212094,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Женщины,10,504462,4802,0.952,43,0.906,1095480.26,228.13,25476.29,847745,0.77,1962848
1384187246672998,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",45-54,Женщины,24,298567,3618,1.212,72,1.993,472944.96,130.72,6568.68,2589264,5.47,1706309
1428588928735899,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Все,84,49854,655,1.315,12,1.885,125537.3,191.66,10461.44,491592,3.92,322025
2047783246056490,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Мужчины,65,265534,1895,0.714,25,1.346,252736.15,133.37,10109.45,1145400,4.53,1508385
1976887706247681,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Женщины,44,1335305,13112,0.982,146,1.115,3465632.72,264.31,23737.21,2103714,0.61,2802904
1090091584927975,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Женщины,53,883605,6335,0.717,105,1.669,1092470.75,172.45,10404.48,4127235,3.78,1779817
32959812233617021,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",35-44,Мужчины,12,1074561,12980,1.208,169,1.308,3571576.8,275.16,21133.59,6051890,1.69,2427886
1996667170934521,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Все,20,151682,1245,0.821,21,1.753,269592.3,216.54,12837.73,969633,3.6,368124
26072740195669313,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Все,66,719985,5882,0.817,60,1.028,2045641.96,347.78,34094.03,2992260,1.46,485957
818477380896873,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,35-44,Мужчины,32,1988883,22752,1.144,268,1.181,5645908.8,248.15,21066.82,2109160,0.37,564662
805682951893276,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",35-44,Все,31,1720030,14757,0.858,166,1.129,4014641.85,272.05,24184.59,7867570,1.96,2461675
942061748560982,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",25-34,Мужчины,56,1686342,12580,0.746,246,1.956,2805969.0,223.05,11406.38,8319228,2.96,1692193
1714030479211933,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Все,17,1682040,13977,0.831,257,1.841,3709495.8,265.4,14433.84,8434740,2.27,2386764
2493009641159225,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Все,64,225163,1720,0.764,28,1.659,244962.4,142.42,8748.66,702408,2.87,2587885
253472200543145,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Все,62,98825,806,0.816,15,1.985,260749.06,323.51,17383.27,679410,2.61,2161886
1220575283616500,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Все,25,1086019,9404,0.866,158,1.683,3237891.24,344.31,20492.98,1112320,0.34,2973921
870305785584037,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Женщины,11,1642665,9215,0.561,117,1.271,2770489.75,300.65,23679.4,4934358,1.78,829447
1680712276395349,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,74,790168,10698,1.354,96,0.9,2613521.4,244.3,27224.18,1346208,0.52,2187112
1466346741511764,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",18-24,Мужчины,56,247918,1797,0.725,18,1.042,228686.22,127.26,12704.79,700740,3.06,1468909
1037747728241622,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,25-34,Все,32,459986,5216,1.134,61,1.171,2081079.68,398.98,34116.06,2268651,1.09,1391734
1509952939967756,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Женщины,47,1506045,9864,0.655,90,0.914,2413030.32,244.63,26811.45,4472100,1.85,2196004
944298978495351,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",55+,Все,29,639054,4863,0.761,83,1.725,1742801.94,358.38,20997.61,3883736,2.23,2574031
1208664567242211,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",55+,Мужчины,53,1671082,23177,1.387,423,1.827,3682593.53,158.89,8705.89,2843406,0.77,809031
821612647653898,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",45-54,Женщины,46,1166887,14271,1.223,278,1.95,2231128.14,156.34,8025.64,2587624,1.16,2260442
1867898060576304,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Мужчины,89,1736667,20701,1.192,199,0.963,5816359.97,280.97,29227.94,5129424,0.88,2022999
1247496253750183,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Женщины,30,1851215,14994,0.81,227,1.517,5279987.16,352.14,23259.86,9879267,1.87,2469965
681772307089548,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",55+,Мужчины,35,1096538,13684,1.248,138,1.014,2228302.56,162.84,16147.12,3608010,1.62,532418
1703214117233584,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",55+,Все,45,1341811,9741,0.726,112,1.157,3777364.98,387.78,33726.47,5147632,1.36,630762
1328970814854104,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Женщины,86,1251112,13474,1.077,134,1.0,5169300.1,383.65,38576.87,6454780,1.25,2407944
1650006342317304,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,55+,Мужчины,40,69503,863,1.243,17,2.033,123184.62,142.74,7246.15,727583,5.91,472781
582335598149331,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Женщины,45,1054461,11335,1.075,171,1.509,4181708.2,368.92,24454.43,8048628,1.92,2892534
1594378404855353,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Мужчины,68,163035,1252,0.768,12,1.006,391638.12,312.81,32636.51,386856,0.99,2003275
772233221892562,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,35-44,Женщины,58,1816665,11426,0.629,200,1.754,3669345.64,321.14,18346.73,5526800,1.51,2844517
795146816240630,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Мужчины,25,516961,3081,0.596,35,1.148,772129.41,250.61,22060.84,743645,0.96,2655735
24531612793111437,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Все,48,886892,11334,1.278,218,1.925,2148019.68,189.52,9853.3,3371588,1.57,1911241
740459550611766,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Женщины,9,1089456,10328,0.948,200,1.943,2589332.88,250.71,12946.66,7519000,2.9,968330
1895977834279899,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Мужчины,70,461190,6318,1.37,54,0.863,1790142.12,283.34,33150.78,1265652,0.71,2217764
1104965841257433,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Мужчины,58,235437,1193,0.507,23,1.947,287107.38,240.66,12482.93,666333,2.32,2551044
1061726766094137,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Мужчины,71,418221,4236,1.013,49,1.175,938316.36,221.51,19149.31,1485631,1.58,514570
1976375732912548,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Все,50,259164,2881,1.112,26,0.926,449522.43,156.03,17289.32,765882,1.7,2914064
3164288090455099,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Мужчины,49,851769,8875,1.042,76,0.859,2307677.5,260.02,30364.18,1062480,0.46,1134909
1474548366871149,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Женщины,27,1091093,11412,1.046,229,2.011,1816105.68,159.14,7930.59,5925375,3.26,924702
1250765319747257,Halyk Bank,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Мужчины,45,1073916,11104,1.034,165,1.492,3907719.68,351.92,23683.15,6912015,1.77,1555079
2051666031978377,Beeline Казахстан,KZ,17 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Мужчины,10,883548,10372,1.174,225,2.175,1677359.84,161.72,7454.93,10403775,6.2,894659
1637983077533722,Beeline Казахстан,KZ,16 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Женщины,81,1637729,21012,1.283,265,1.264,3382721.88,160.99,12764.99,2216725,0.66,1574873
1204124837145287,Beeline Казахстан,KZ,20 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Женщины,38,1634466,19956,1.221,226,1.136,3946498.56,197.76,17462.38,11212312,2.84,1519161
674616134063947,Beeline Казахстан,KZ,20 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",55+,Мужчины,59,934924,6460,0.691,73,1.142,800523.2,123.92,10966.07,1340426,1.67,430467
830678418265667,Beeline Казахстан,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Мужчины,48,140613,1737,1.236,30,1.73,310592.97,178.81,10353.1,1252740,4.03,1979175
1305849783978542,Beeline Казахстан,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",55+,Мужчины,89,973984,14190,1.457,205,1.448,2947263.0,207.7,14376.89,5784690,1.96,857986
1363536102272268,Beeline Казахстан,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Мужчины,43,595118,8670,1.457,109,1.26,1370987.1,158.13,12577.86,2670936,1.95,603207
1485366709656994,Beeline Казахстан,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",55+,Мужчины,22,1968111,16709,0.849,343,2.055,3522758.47,210.83,10270.43,8183980,2.32,1206220
1898571894177126,Beeline Казахстан,KZ,,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Женщины,17,1631233,21499,1.318,293,1.365,4141782.35,192.65,14135.78,6988050,1.69,1027394
1288556239786326,Kcell,KZ,13 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,18-24,Женщины,41,458762,6867,1.497,135,1.969,661086.09,96.27,4896.93,5647320,8.54,1275603
440292285793589,Kcell,KZ,9 дек 2024,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Мужчины,13,1414743,12605,0.891,177,1.406,2365580.35,187.67,13364.86,3585843,1.52,1203621
893578846735653,Kcell,KZ,16 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",45-54,Женщины,59,1626413,11726,0.721,320,2.736,1030363.62,87.87,3219.89,4912000,4.77,2181405
2128042617975852,Kcell,KZ,25 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Женщины,90,612396,9228,1.507,199,2.163,1031229.0,111.75,5182.06,2161538,2.1,1036578
780741578127533,Kcell,KZ,26 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Женщины,57,377137,6396,1.696,160,2.508,795214.68,124.33,4970.09,1180960,1.49,356440
3368116199993194,Kcell,KZ,17 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Женщины,43,29434,486,1.652,10,2.085,52871.94,108.79,5287.19,269570,5.1,1414112
1368196191592877,Kcell,KZ,11 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",25-34,Женщины,21,291437,4858,1.667,89,1.842,877549.12,180.64,9860.1,1569604,1.79,2271618
2010951283110470,Kcell,KZ,13 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,25-34,Женщины,79,1517009,20904,1.378,486,2.326,1969365.84,94.21,4052.19,11826324,6.01,2124826
590755770130865,Kcell,KZ,17 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Мужчины,30,1090621,17362,1.592,298,1.721,1955482.06,112.63,6562.02,3352798,1.71,1900749
